hpnum,mdc2,value
1326,01,0
1326,02,0
1326,03,0
1326,04,0
1326,05,10
1326,06,16
1326,07,0
1326,08,0
1326,09,0
1326,10,0
1326,11,0
1326,12,0
1326,13,0
1326,14,0
1326,15,0
1326,16,0
1326,17,0
1326,18,0
1327,01,0
1327,02,0
1327,03,0
1327,04,0
1327,05,0
1327,06,0
1327,07,0
1327,08,0
1327,09,0
1327,10,0
1327,11,0
1327,12,0
1327,13,0
1327,14,0
1327,15,0
1327,16,0
1327,17,0
1327,18,0
1328,01,52
1328,02,0
1328,03,18
1328,04,102
1328,05,15
1328,06,42
1328,07,12
1328,08,0
1328,09,0
1328,10,52
1328,11,189
1328,12,0
1328,13,0
1328,14,0
1328,15,0
1328,16,28
1328,17,0
1328,18,16
1329,01,0
1329,02,0
1329,03,0
1329,04,0
1329,05,0
1329,06,0
1329,07,0
1329,08,0
1329,09,0
1329,10,0
1329,11,0
1329,12,0
1329,13,0
1329,14,0
1329,15,0
1329,16,0
1329,17,0
1329,18,0
1330,01,28
1330,02,0
1330,03,0
1330,04,83
1330,05,19
1330,06,174
1330,07,0
1330,08,0
1330,09,0
1330,10,34
1330,11,36
1330,12,0
1330,13,0
1330,14,0
1330,15,0
1330,16,14
1330,17,0
1330,18,0
1331,01,41
1331,02,0
1331,03,25
1331,04,199
1331,05,49
1331,06,187
1331,07,12
1331,08,21
1331,09,0
1331,10,39
1331,11,73
1331,12,0
1331,13,0
1331,14,0
1331,15,0
1331,16,31
1331,17,0
1331,18,0
1332,01,49
1332,02,425
1332,03,23
1332,04,111
1332,05,685
1332,06,126
1332,07,412
1332,08,14
1332,09,0
1332,10,43
1332,11,59
1332,12,0
1332,13,13
1332,14,0
1332,15,0
1332,16,143
1332,17,0
1332,18,0
1333,01,22
1333,02,152
1333,03,14
1333,04,50
1333,05,29
1333,06,173
1333,07,174
1333,08,23
1333,09,0
1333,10,194
1333,11,613
1333,12,0
1333,13,0
1333,14,10
1333,15,0
1333,16,60
1333,17,0
1333,18,68
1334,01,0
1334,02,0
1334,03,938
1334,04,0
1334,05,0
1334,06,0
1334,07,0
1334,08,0
1334,09,0
1334,10,0
1334,11,0
1334,12,0
1334,13,0
1334,14,17
1334,15,0
1334,16,0
1334,17,0
1334,18,0
1335,01,49
1335,02,0
1335,03,18
1335,04,93
1335,05,38
1335,06,203
1335,07,20
1335,08,0
1335,09,0
1335,10,53
1335,11,53
1335,12,0
1335,13,19
1335,14,0
1335,15,0
1335,16,27
1335,17,0
1335,18,0
1336,01,92
1336,02,0
1336,03,10
1336,04,46
1336,05,19
1336,06,132
1336,07,30
1336,08,0
1336,09,0
1336,10,19
1336,11,22
1336,12,601
1336,13,23
1336,14,156
1336,15,0
1336,16,64
1336,17,0
1336,18,0
1337,01,0
1337,02,0
1337,03,0
1337,04,0
1337,05,0
1337,06,0
1337,07,0
1337,08,0
1337,09,0
1337,10,0
1337,11,0
1337,12,0
1337,13,0
1337,14,0
1337,15,0
1337,16,0
1337,17,0
1337,18,0
1338,01,25
1338,02,0
1338,03,0
1338,04,37
1338,05,0
1338,06,92
1338,07,52
1338,08,0
1338,09,0
1338,10,13
1338,11,15
1338,12,0
1338,13,10
1338,14,0
1338,15,0
1338,16,28
1338,17,0
1338,18,0
1339,01,96
1339,02,0
1339,03,0
1339,04,81
1339,05,13
1339,06,227
1339,07,275
1339,08,0
1339,09,0
1339,10,19
1339,11,34
1339,12,0
1339,13,10
1339,14,115
1339,15,0
1339,16,537
1339,17,0
1339,18,0
1340,01,196
1340,02,211
1340,03,156
1340,04,75
1340,05,11
1340,06,442
1340,07,0
1340,08,0
1340,09,0
1340,10,45
1340,11,80
1340,12,0
1340,13,21
1340,14,0
1340,15,0
1340,16,77
1340,17,0
1340,18,0
1341,01,26
1341,02,0
1341,03,0
1341,04,41
1341,05,32
1341,06,40
1341,07,0
1341,08,0
1341,09,0
1341,10,0
1341,11,12
1341,12,0
1341,13,0
1341,14,0
1341,15,0
1341,16,42
1341,17,0
1341,18,0
1342,01,11
1342,02,0
1342,03,13
1342,04,14
1342,05,24
1342,06,53
1342,07,185
1342,08,0
1342,09,0
1342,10,14
1342,11,0
1342,12,0
1342,13,0
1342,14,0
1342,15,0
1342,16,80
1342,17,0
1342,18,0
1343,01,19
1343,02,0
1343,03,0
1343,04,106
1343,05,26
1343,06,139
1343,07,12
1343,08,0
1343,09,0
1343,10,52
1343,11,24
1343,12,0
1343,13,0
1343,14,0
1343,15,0
1343,16,136
1343,17,0
1343,18,0
1344,01,0
1344,02,0
1344,03,0
1344,04,0
1344,05,0
1344,06,0
1344,07,0
1344,08,0
1344,09,0
1344,10,0
1344,11,0
1344,12,0
1344,13,0
1344,14,0
1344,15,0
1344,16,0
1344,17,0
1344,18,0
1345,01,0
1345,02,0
1345,03,0
1345,04,0
1345,05,0
1345,06,0
1345,07,0
1345,08,0
1345,09,0
1345,10,0
1345,11,11
1345,12,0
1345,13,0
1345,14,0
1345,15,0
1345,16,0
1345,17,0
1345,18,0
1346,01,167
1346,02,4651
1346,03,78
1346,04,131
1346,05,899
1346,06,1086
1346,07,194
1346,08,16
1346,09,70
1346,10,180
1346,11,40
1346,12,0
1346,13,14
1346,14,0
1346,15,0
1346,16,163
1346,17,0
1346,18,48
1347,01,12
1347,02,0
1347,03,0
1347,04,13
1347,05,0
1347,06,0
1347,07,0
1347,08,0
1347,09,0
1347,10,0
1347,11,0
1347,12,0
1347,13,0
1347,14,0
1347,15,0
1347,16,11
1347,17,0
1347,18,0
1348,01,26
1348,02,0
1348,03,0
1348,04,40
1348,05,18
1348,06,34
1348,07,0
1348,08,0
1348,09,0
1348,10,0
1348,11,27
1348,12,0
1348,13,0
1348,14,0
1348,15,0
1348,16,0
1348,17,0
1348,18,0
1349,01,26
1349,02,0
1349,03,0
1349,04,89
1349,05,35
1349,06,116
1349,07,43
1349,08,0
1349,09,0
1349,10,18
1349,11,42
1349,12,0
1349,13,0
1349,14,0
1349,15,0
1349,16,59
1349,17,0
1349,18,0
1350,01,188
1350,02,0
1350,03,0
1350,04,43
1350,05,66
1350,06,45
1350,07,15
1350,08,14
1350,09,0
1350,10,26
1350,11,16
1350,12,0
1350,13,0
1350,14,0
1350,15,0
1350,16,87
1350,17,0
1350,18,0
1351,01,0
1351,02,0
1351,03,0
1351,04,18
1351,05,0
1351,06,35
1351,07,0
1351,08,0
1351,09,0
1351,10,0
1351,11,10
1351,12,0
1351,13,0
1351,14,0
1351,15,0
1351,16,0
1351,17,0
1351,18,0
1352,01,39
1352,02,0
1352,03,15
1352,04,74
1352,05,38
1352,06,124
1352,07,0
1352,08,0
1352,09,0
1352,10,43
1352,11,39
1352,12,0
1352,13,0
1352,14,0
1352,15,0
1352,16,59
1352,17,0
1352,18,0
1353,01,19
1353,02,0
1353,03,53
1353,04,85
1353,05,16
1353,06,27
1353,07,0
1353,08,11
1353,09,0
1353,10,34
1353,11,33
1353,12,0
1353,13,0
1353,14,0
1353,15,0
1353,16,32
1353,17,0
1353,18,0
1354,01,61
1354,02,152
1354,03,33
1354,04,193
1354,05,165
1354,06,264
1354,07,37
1354,08,31
1354,09,14
1354,10,82
1354,11,241
1354,12,0
1354,13,16
1354,14,0
1354,15,0
1354,16,59
1354,17,0
1354,18,30
1355,01,10
1355,02,0
1355,03,35
1355,04,226
1355,05,15
1355,06,33
1355,07,0
1355,08,0
1355,09,0
1355,10,23
1355,11,12
1355,12,0
1355,13,11
1355,14,0
1355,15,0
1355,16,0
1355,17,0
1355,18,0
1356,01,46
1356,02,0
1356,03,0
1356,04,90
1356,05,31
1356,06,104
1356,07,19
1356,08,0
1356,09,0
1356,10,19
1356,11,23
1356,12,0
1356,13,0
1356,14,0
1356,15,0
1356,16,53
1356,17,0
1356,18,0
1357,01,13
1357,02,0
1357,03,0
1357,04,61
1357,05,0
1357,06,116
1357,07,0
1357,08,0
1357,09,0
1357,10,11
1357,11,21
1357,12,0
1357,13,0
1357,14,0
1357,15,0
1357,16,0
1357,17,0
1357,18,0
1358,01,332
1358,02,60
1358,03,51
1358,04,251
1358,05,130
1358,06,481
1358,07,209
1358,08,24
1358,09,0
1358,10,100
1358,11,102
1358,12,0
1358,13,18
1358,14,0
1358,15,0
1358,16,218
1358,17,20
1358,18,11
1359,01,19
1359,02,0
1359,03,20
1359,04,225
1359,05,0
1359,06,58
1359,07,0
1359,08,0
1359,09,18
1359,10,0
1359,11,77
1359,12,31
1359,13,23
1359,14,0
1359,15,0
1359,16,0
1359,17,0
1359,18,0
1360,01,31
1360,02,0
1360,03,30
1360,04,135
1360,05,26
1360,06,438
1360,07,10
1360,08,14
1360,09,0
1360,10,29
1360,11,38
1360,12,0
1360,13,0
1360,14,0
1360,15,0
1360,16,52
1360,17,0
1360,18,0
1361,01,67
1361,02,474
1361,03,17
1361,04,150
1361,05,119
1361,06,120
1361,07,121
1361,08,16
1361,09,0
1361,10,30
1361,11,107
1361,12,34
1361,13,17
1361,14,35
1361,15,0
1361,16,158
1361,17,11
1361,18,30
1362,01,0
1362,02,0
1362,03,0
1362,04,0
1362,05,0
1362,06,0
1362,07,0
1362,08,0
1362,09,0
1362,10,0
1362,11,0
1362,12,0
1362,13,0
1362,14,0
1362,15,0
1362,16,0
1362,17,0
1362,18,0
1363,01,22
1363,02,0
1363,03,0
1363,04,24
1363,05,21
1363,06,0
1363,07,0
1363,08,0
1363,09,0
1363,10,0
1363,11,0
1363,12,0
1363,13,0
1363,14,0
1363,15,0
1363,16,20
1363,17,0
1363,18,0
1364,01,0
1364,02,0
1364,03,0
1364,04,0
1364,05,0
1364,06,0
1364,07,0
1364,08,0
1364,09,0
1364,10,0
1364,11,0
1364,12,0
1364,13,0
1364,14,0
1364,15,0
1364,16,0
1364,17,0
1364,18,0
1365,01,0
1365,02,0
1365,03,0
1365,04,0
1365,05,0
1365,06,0
1365,07,0
1365,08,0
1365,09,0
1365,10,0
1365,11,0
1365,12,0
1365,13,0
1365,14,0
1365,15,0
1365,16,0
1365,17,0
1365,18,0
1366,01,0
1366,02,0
1366,03,0
1366,04,29
1366,05,0
1366,06,18
1366,07,0
1366,08,0
1366,09,0
1366,10,0
1366,11,0
1366,12,0
1366,13,0
1366,14,0
1366,15,0
1366,16,13
1366,17,0
1366,18,0
1367,01,11
1367,02,0
1367,03,0
1367,04,81
1367,05,13
1367,06,49
1367,07,38
1367,08,12
1367,09,13
1367,10,26
1367,11,12
1367,12,0
1367,13,0
1367,14,0
1367,15,0
1367,16,138
1367,17,0
1367,18,0
1368,01,17
1368,02,0
1368,03,168
1368,04,2392
1368,05,0
1368,06,13
1368,07,170
1368,08,0
1368,09,0
1368,10,0
1368,11,15
1368,12,0
1368,13,0
1368,14,0
1368,15,0
1368,16,77
1368,17,0
1368,18,18
1369,01,0
1369,02,0
1369,03,57
1369,04,4837
1369,05,23
1369,06,0
1369,07,81
1369,08,0
1369,09,0
1369,10,20
1369,11,14
1369,12,0
1369,13,20
1369,14,0
1369,15,0
1369,16,0
1369,17,0
1369,18,36
1370,01,0
1370,02,0
1370,03,0
1370,04,42
1370,05,10
1370,06,46
1370,07,0
1370,08,0
1370,09,0
1370,10,0
1370,11,0
1370,12,0
1370,13,0
1370,14,0
1370,15,0
1370,16,18
1370,17,0
1370,18,0
1371,01,0
1371,02,0
1371,03,0
1371,04,0
1371,05,0
1371,06,0
1371,07,0
1371,08,0
1371,09,0
1371,10,0
1371,11,0
1371,12,0
1371,13,0
1371,14,0
1371,15,0
1371,16,0
1371,17,0
1371,18,0
1372,01,0
1372,02,0
1372,03,0
1372,04,0
1372,05,0
1372,06,0
1372,07,0
1372,08,0
1372,09,0
1372,10,0
1372,11,0
1372,12,236
1372,13,0
1372,14,132
1372,15,0
1372,16,0
1372,17,0
1372,18,0
1373,01,0
1373,02,0
1373,03,0
1373,04,0
1373,05,10
1373,06,22
1373,07,0
1373,08,0
1373,09,0
1373,10,10
1373,11,0
1373,12,0
1373,13,0
1373,14,0
1373,15,0
1373,16,0
1373,17,0
1373,18,12
1374,01,146
1374,02,0
1374,03,22
1374,04,106
1374,05,31
1374,06,64
1374,07,80
1374,08,0
1374,09,0
1374,10,60
1374,11,41
1374,12,0
1374,13,13
1374,14,0
1374,15,0
1374,16,97
1374,17,0
1374,18,0
1375,01,29
1375,02,51
1375,03,22
1375,04,103
1375,05,29
1375,06,754
1375,07,12
1375,08,0
1375,09,0
1375,10,57
1375,11,74
1375,12,0
1375,13,20
1375,14,0
1375,15,0
1375,16,24
1375,17,0
1375,18,13
1376,01,0
1376,02,0
1376,03,46
1376,04,0
1376,05,0
1376,06,0
1376,07,0
1376,08,0
1376,09,0
1376,10,0
1376,11,0
1376,12,0
1376,13,0
1376,14,0
1376,15,0
1376,16,0
1376,17,0
1376,18,0
1377,01,0
1377,02,0
1377,03,0
1377,04,0
1377,05,0
1377,06,0
1377,07,0
1377,08,0
1377,09,0
1377,10,0
1377,11,0
1377,12,0
1377,13,0
1377,14,0
1377,15,0
1377,16,0
1377,17,0
1377,18,0
1378,01,0
1378,02,0
1378,03,0
1378,04,14
1378,05,0
1378,06,17
1378,07,0
1378,08,0
1378,09,0
1378,10,0
1378,11,0
1378,12,0
1378,13,0
1378,14,0
1378,15,0
1378,16,0
1378,17,0
1378,18,0
1379,01,44
1379,02,0
1379,03,0
1379,04,22
1379,05,16
1379,06,37
1379,07,14
1379,08,0
1379,09,0
1379,10,23
1379,11,22
1379,12,0
1379,13,0
1379,14,0
1379,15,0
1379,16,14
1379,17,0
1379,18,0
1380,01,16
1380,02,0
1380,03,14
1380,04,50
1380,05,24
1380,06,78
1380,07,0
1380,08,0
1380,09,0
1380,10,16
1380,11,31
1380,12,0
1380,13,0
1380,14,0
1380,15,0
1380,16,25
1380,17,0
1380,18,0
1381,01,22
1381,02,0
1381,03,0
1381,04,33
1381,05,15
1381,06,70
1381,07,68
1381,08,0
1381,09,0
1381,10,17
1381,11,0
1381,12,0
1381,13,0
1381,14,0
1381,15,0
1381,16,147
1381,17,0
1381,18,0
1382,01,79
1382,02,0
1382,03,0
1382,04,55
1382,05,37
1382,06,59
1382,07,14
1382,08,0
1382,09,0
1382,10,14
1382,11,416
1382,12,0
1382,13,0
1382,14,0
1382,15,0
1382,16,16
1382,17,0
1382,18,39
1383,01,0
1383,02,0
1383,03,0
1383,04,0
1383,05,0
1383,06,0
1383,07,0
1383,08,0
1383,09,0
1383,10,0
1383,11,0
1383,12,0
1383,13,0
1383,14,0
1383,15,0
1383,16,0
1383,17,0
1383,18,0
1384,01,88
1384,02,36
1384,03,58
1384,04,229
1384,05,172
1384,06,773
1384,07,250
1384,08,76
1384,09,116
1384,10,112
1384,11,356
1384,12,335
1384,13,29
1384,14,284
1384,15,0
1384,16,318
1384,17,0
1384,18,0
1385,01,0
1385,02,0
1385,03,0
1385,04,14
1385,05,0
1385,06,40
1385,07,0
1385,08,0
1385,09,0
1385,10,0
1385,11,32
1385,12,0
1385,13,0
1385,14,0
1385,15,0
1385,16,33
1385,17,0
1385,18,0
1386,01,36
1386,02,0
1386,03,0
1386,04,24
1386,05,19
1386,06,10
1386,07,10
1386,08,0
1386,09,0
1386,10,0
1386,11,13
1386,12,0
1386,13,0
1386,14,0
1386,15,0
1386,16,11
1386,17,0
1386,18,0
1387,01,0
1387,02,0
1387,03,0
1387,04,0
1387,05,0
1387,06,22
1387,07,0
1387,08,0
1387,09,0
1387,10,0
1387,11,0
1387,12,0
1387,13,0
1387,14,0
1387,15,0
1387,16,0
1387,17,0
1387,18,0
1388,01,158
1388,02,0
1388,03,98
1388,04,388
1388,05,384
1388,06,683
1388,07,77
1388,08,93
1388,09,0
1388,10,143
1388,11,266
1388,12,19
1388,13,43
1388,14,0
1388,15,14
1388,16,418
1388,17,15
1388,18,40
1389,01,30
1389,02,0
1389,03,28
1389,04,563
1389,05,327
1389,06,359
1389,07,75
1389,08,11
1389,09,0
1389,10,69
1389,11,39
1389,12,0
1389,13,13
1389,14,0
1389,15,0
1389,16,286
1389,17,0
1389,18,16
1390,01,17
1390,02,0
1390,03,493
1390,04,1584
1390,05,33
1390,06,76
1390,07,89
1390,08,301
1390,09,0
1390,10,20
1390,11,21
1390,12,0
1390,13,0
1390,14,0
1390,15,10
1390,16,97
1390,17,11
1390,18,126
1391,01,0
1391,02,0
1391,03,15
1391,04,519
1391,05,10
1391,06,0
1391,07,15
1391,08,0
1391,09,0
1391,10,0
1391,11,0
1391,12,0
1391,13,0
1391,14,0
1391,15,0
1391,16,0
1391,17,0
1391,18,0
1392,01,75
1392,02,0
1392,03,26
1392,04,98
1392,05,88
1392,06,79
1392,07,16
1392,08,13
1392,09,0
1392,10,21
1392,11,58
1392,12,0
1392,13,0
1392,14,0
1392,15,0
1392,16,101
1392,17,19
1392,18,0
1393,01,0
1393,02,0
1393,03,0
1393,04,0
1393,05,0
1393,06,0
1393,07,0
1393,08,0
1393,09,0
1393,10,0
1393,11,754
1393,12,0
1393,13,0
1393,14,0
1393,15,0
1393,16,0
1393,17,0
1393,18,0
1394,01,0
1394,02,0
1394,03,0
1394,04,0
1394,05,0
1394,06,0
1394,07,0
1394,08,0
1394,09,0
1394,10,0
1394,11,0
1394,12,0
1394,13,0
1394,14,0
1394,15,0
1394,16,0
1394,17,0
1394,18,0
1395,01,15
1395,02,0
1395,03,0
1395,04,20
1395,05,0
1395,06,52
1395,07,0
1395,08,0
1395,09,0
1395,10,0
1395,11,0
1395,12,0
1395,13,0
1395,14,0
1395,15,0
1395,16,0
1395,17,0
1395,18,0
1396,01,14
1396,02,0
1396,03,13
1396,04,48
1396,05,17
1396,06,53
1396,07,0
1396,08,10
1396,09,0
1396,10,16
1396,11,26
1396,12,0
1396,13,0
1396,14,0
1396,15,0
1396,16,15
1396,17,0
1396,18,0
1397,01,62
1397,02,0
1397,03,32
1397,04,180
1397,05,73
1397,06,317
1397,07,0
1397,08,16
1397,09,0
1397,10,26
1397,11,24
1397,12,0
1397,13,0
1397,14,0
1397,15,0
1397,16,38
1397,17,0
1397,18,0
1398,01,15
1398,02,0
1398,03,0
1398,04,47
1398,05,19
1398,06,53
1398,07,0
1398,08,0
1398,09,0
1398,10,16
1398,11,12
1398,12,0
1398,13,0
1398,14,0
1398,15,0
1398,16,33
1398,17,0
1398,18,0
1399,01,0
1399,02,0
1399,03,0
1399,04,0
1399,05,0
1399,06,0
1399,07,49
1399,08,0
1399,09,0
1399,10,0
1399,11,0
1399,12,0
1399,13,0
1399,14,0
1399,15,0
1399,16,140
1399,17,0
1399,18,0
1400,01,0
1400,02,0
1400,03,0
1400,04,0
1400,05,0
1400,06,0
1400,07,0
1400,08,0
1400,09,0
1400,10,0
1400,11,0
1400,12,0
1400,13,0
1400,14,0
1400,15,0
1400,16,0
1400,17,0
1400,18,0
1401,01,0
1401,02,0
1401,03,0
1401,04,0
1401,05,0
1401,06,0
1401,07,177
1401,08,0
1401,09,0
1401,10,0
1401,11,0
1401,12,0
1401,13,0
1401,14,0
1401,15,0
1401,16,493
1401,17,0
1401,18,0
1402,01,97
1402,02,0
1402,03,0
1402,04,22
1402,05,0
1402,06,17
1402,07,109
1402,08,0
1402,09,0
1402,10,0
1402,11,0
1402,12,0
1402,13,10
1402,14,0
1402,15,0
1402,16,0
1402,17,0
1402,18,0
1403,01,0
1403,02,0
1403,03,0
1403,04,53
1403,05,30
1403,06,98
1403,07,86
1403,08,0
1403,09,0
1403,10,36
1403,11,15
1403,12,0
1403,13,0
1403,14,0
1403,15,0
1403,16,86
1403,17,0
1403,18,0
1404,01,45
1404,02,0
1404,03,12
1404,04,131
1404,05,76
1404,06,95
1404,07,17
1404,08,0
1404,09,0
1404,10,38
1404,11,53
1404,12,0
1404,13,0
1404,14,0
1404,15,0
1404,16,60
1404,17,0
1404,18,0
1405,01,57
1405,02,147
1405,03,92
1405,04,302
1405,05,201
1405,06,542
1405,07,31
1405,08,28
1405,09,0
1405,10,48
1405,11,77
1405,12,0
1405,13,67
1405,14,0
1405,15,0
1405,16,90
1405,17,0
1405,18,74
1406,01,18
1406,02,0
1406,03,19
1406,04,59
1406,05,21
1406,06,216
1406,07,0
1406,08,0
1406,09,0
1406,10,0
1406,11,28
1406,12,0
1406,13,0
1406,14,0
1406,15,0
1406,16,15
1406,17,10
1406,18,0
1407,01,0
1407,02,0
1407,03,0
1407,04,0
1407,05,0
1407,06,0
1407,07,0
1407,08,0
1407,09,0
1407,10,0
1407,11,0
1407,12,0
1407,13,0
1407,14,0
1407,15,0
1407,16,0
1407,17,0
1407,18,0
1408,01,0
1408,02,0
1408,03,15
1408,04,45
1408,05,0
1408,06,30
1408,07,0
1408,08,0
1408,09,0
1408,10,21
1408,11,15
1408,12,0
1408,13,0
1408,14,0
1408,15,0
1408,16,0
1408,17,0
1408,18,0
1409,01,0
1409,02,0
1409,03,22
1409,04,0
1409,05,0
1409,06,44
1409,07,0
1409,08,0
1409,09,0
1409,10,0
1409,11,0
1409,12,0
1409,13,0
1409,14,0
1409,15,0
1409,16,0
1409,17,0
1409,18,90
1410,01,61
1410,02,0
1410,03,11
1410,04,127
1410,05,54
1410,06,123
1410,07,26
1410,08,27
1410,09,0
1410,10,40
1410,11,82
1410,12,0
1410,13,22
1410,14,0
1410,15,0
1410,16,27
1410,17,0
1410,18,40
1411,01,18
1411,02,0
1411,03,11
1411,04,94
1411,05,33
1411,06,176
1411,07,0
1411,08,0
1411,09,0
1411,10,24
1411,11,45
1411,12,0
1411,13,0
1411,14,0
1411,15,0
1411,16,15
1411,17,0
1411,18,0
1412,01,43
1412,02,0
1412,03,94
1412,04,599
1412,05,373
1412,06,1202
1412,07,28
1412,08,39
1412,09,0
1412,10,66
1412,11,471
1412,12,0
1412,13,23
1412,14,0
1412,15,36
1412,16,135
1412,17,0
1412,18,23
1413,01,0
1413,02,0
1413,03,0
1413,04,0
1413,05,0
1413,06,0
1413,07,12
1413,08,0
1413,09,0
1413,10,0
1413,11,37
1413,12,0
1413,13,0
1413,14,0
1413,15,0
1413,16,87
1413,17,0
1413,18,0
1414,01,11
1414,02,0
1414,03,0
1414,04,18
1414,05,0
1414,06,19
1414,07,0
1414,08,0
1414,09,0
1414,10,0
1414,11,12
1414,12,0
1414,13,0
1414,14,0
1414,15,0
1414,16,25
1414,17,0
1414,18,0
1415,01,0
1415,02,0
1415,03,0
1415,04,0
1415,05,0
1415,06,0
1415,07,0
1415,08,0
1415,09,0
1415,10,0
1415,11,0
1415,12,0
1415,13,0
1415,14,0
1415,15,0
1415,16,0
1415,17,0
1415,18,0
1416,01,22
1416,02,0
1416,03,0
1416,04,208
1416,05,53
1416,06,559
1416,07,94
1416,08,35
1416,09,0
1416,10,52
1416,11,255
1416,12,0
1416,13,20
1416,14,0
1416,15,0
1416,16,213
1416,17,0
1416,18,0
1417,01,20
1417,02,0
1417,03,0
1417,04,69
1417,05,13
1417,06,130
1417,07,0
1417,08,0
1417,09,0
1417,10,11
1417,11,19
1417,12,0
1417,13,0
1417,14,0
1417,15,0
1417,16,14
1417,17,0
1417,18,0
1418,01,587
1418,02,42
1418,03,89
1418,04,597
1418,05,200
1418,06,1197
1418,07,183
1418,08,92
1418,09,0
1418,10,156
1418,11,366
1418,12,0
1418,13,90
1418,14,0
1418,15,0
1418,16,501
1418,17,0
1418,18,58
1419,01,37
1419,02,112
1419,03,0
1419,04,113
1419,05,64
1419,06,193
1419,07,14
1419,08,22
1419,09,0
1419,10,43
1419,11,59
1419,12,0
1419,13,0
1419,14,0
1419,15,0
1419,16,22
1419,17,0
1419,18,16
1420,01,226
1420,02,71
1420,03,53
1420,04,479
1420,05,81
1420,06,477
1420,07,75
1420,08,30
1420,09,0
1420,10,128
1420,11,80
1420,12,33
1420,13,33
1420,14,0
1420,15,0
1420,16,203
1420,17,0
1420,18,0
1421,01,0
1421,02,0
1421,03,0
1421,04,0
1421,05,0
1421,06,2996
1421,07,0
1421,08,30
1421,09,0
1421,10,0
1421,11,0
1421,12,0
1421,13,0
1421,14,0
1421,15,0
1421,16,0
1421,17,0
1421,18,39
1422,01,180
1422,02,402
1422,03,111
1422,04,310
1422,05,66
1422,06,1194
1422,07,235
1422,08,35
1422,09,36
1422,10,111
1422,11,221
1422,12,0
1422,13,31
1422,14,0
1422,15,0
1422,16,345
1422,17,0
1422,18,43
1423,01,11
1423,02,0
1423,03,0
1423,04,0
1423,05,0
1423,06,39
1423,07,13
1423,08,0
1423,09,0
1423,10,0
1423,11,0
1423,12,0
1423,13,0
1423,14,0
1423,15,0
1423,16,156
1423,17,0
1423,18,0
1424,01,0
1424,02,0
1424,03,0
1424,04,0
1424,05,0
1424,06,0
1424,07,0
1424,08,0
1424,09,0
1424,10,0
1424,11,0
1424,12,0
1424,13,0
1424,14,0
1424,15,0
1424,16,0
1424,17,0
1424,18,0
1425,01,0
1425,02,67
1425,03,0
1425,04,23
1425,05,0
1425,06,254
1425,07,100
1425,08,0
1425,09,0
1425,10,0
1425,11,0
1425,12,516
1425,13,0
1425,14,102
1425,15,0
1425,16,92
1425,17,0
1425,18,0
1426,01,0
1426,02,0
1426,03,0
1426,04,0
1426,05,0
1426,06,0
1426,07,0
1426,08,0
1426,09,0
1426,10,0
1426,11,0
1426,12,0
1426,13,0
1426,14,0
1426,15,0
1426,16,0
1426,17,0
1426,18,0
1427,01,13
1427,02,0
1427,03,0
1427,04,24
1427,05,0
1427,06,0
1427,07,60
1427,08,0
1427,09,0
1427,10,0
1427,11,10
1427,12,0
1427,13,0
1427,14,0
1427,15,0
1427,16,55
1427,17,0
1427,18,0
1428,01,43
1428,02,0
1428,03,18
1428,04,205
1428,05,52
1428,06,185
1428,07,23
1428,08,14
1428,09,0
1428,10,42
1428,11,71
1428,12,0
1428,13,14
1428,14,0
1428,15,0
1428,16,45
1428,17,0
1428,18,0
1429,01,154
1429,02,0
1429,03,49
1429,04,238
1429,05,31
1429,06,234
1429,07,23
1429,08,11
1429,09,0
1429,10,33
1429,11,33
1429,12,0
1429,13,0
1429,14,0
1429,15,12
1429,16,34
1429,17,14
1429,18,28
1430,01,0
1430,02,0
1430,03,0
1430,04,10
1430,05,0
1430,06,0
1430,07,71
1430,08,0
1430,09,0
1430,10,0
1430,11,0
1430,12,0
1430,13,0
1430,14,0
1430,15,0
1430,16,176
1430,17,0
1430,18,0
1431,01,0
1431,02,0
1431,03,0
1431,04,15
1431,05,0
1431,06,0
1431,07,0
1431,08,0
1431,09,0
1431,10,0
1431,11,0
1431,12,0
1431,13,0
1431,14,0
1431,15,0
1431,16,18
1431,17,0
1431,18,0
1432,01,0
1432,02,0
1432,03,0
1432,04,11
1432,05,0
1432,06,0
1432,07,0
1432,08,0
1432,09,0
1432,10,0
1432,11,0
1432,12,0
1432,13,0
1432,14,0
1432,15,0
1432,16,0
1432,17,0
1432,18,0
1433,01,39
1433,02,275
1433,03,14
1433,04,86
1433,05,49
1433,06,335
1433,07,0
1433,08,10
1433,09,0
1433,10,24
1433,11,32
1433,12,0
1433,13,10
1433,14,0
1433,15,0
1433,16,52
1433,17,0
1433,18,0
1434,01,62
1434,02,0
1434,03,88
1434,04,1018
1434,05,75
1434,06,186
1434,07,13
1434,08,42
1434,09,0
1434,10,80
1434,11,18
1434,12,0
1434,13,17
1434,14,166
1434,15,14
1434,16,0
1434,17,11
1434,18,45
1435,01,37
1435,02,0
1435,03,0
1435,04,18
1435,05,0
1435,06,30
1435,07,35
1435,08,0
1435,09,0
1435,10,0
1435,11,0
1435,12,0
1435,13,0
1435,14,0
1435,15,0
1435,16,91
1435,17,0
1435,18,0
1436,01,16
1436,02,0
1436,03,0
1436,04,19
1436,05,0
1436,06,0
1436,07,49
1436,08,0
1436,09,0
1436,10,14
1436,11,11
1436,12,0
1436,13,0
1436,14,0
1436,15,0
1436,16,162
